model,critical_length,minimal_number_of_queries,non_trivial_critical_pairs,non_trivial_deduced_critical_pairs
model72778.csv,13,7,4,1
model105137.csv,16,7,8,2
model52480.csv,13,8,6,1
model112067.csv,15,7,7,1
model36570.csv,11,7,4,1
model25534.csv,11,7,5,1
model92268.csv,17,7,9,2
model110656.csv,16,6,8,3
model40238.csv,14,7,6,1
model70888.csv,17,6,9,3
model25577.csv,11,7,5,1
model66058.csv,13,7,4,1
model119512.csv,17,9,10,2
model38375.csv,14,7,6,2
model105639.csv,14,8,6,1
model100459.csv,17,7,9,3
model113826.csv,18,9,10,2
model49734.csv,13,7,6,1
model80316.csv,12,7,4,1
model68584.csv,13,6,5,1
model56056.csv,13,7,6,2
model82668.csv,16,7,8,4
model89543.csv,16,7,7,3
model59345.csv,13,7,5,2
model33646.csv,12,8,6,1
model113210.csv,16,9,8,1
model94687.csv,18,8,9,2
model33972.csv,15,10,9,1
model97291.csv,16,6,8,3
model13521.csv,16,9,8,2
model34684.csv,14,8,8,1
model99269.csv,13,7,5,1
model14317.csv,15,6,7,2
model20125.csv,15,6,7,4
model73304.csv,15,7,6,3
model37361.csv,16,6,9,3
model88307.csv,15,6,6,2
model43332.csv,13,8,6,1
model28648.csv,13,8,7,2
model61172.csv,15,7,7,3
model46318.csv,14,6,7,4
model6725.csv,14,6,7,3
model60378.csv,12,6,4,1
model27532.csv,11,6,5,2
model15540.csv,14,7,7,3
model88931.csv,15,7,6,3
model9727.csv,15,7,8,3
model68932.csv,18,8,9,2
model82769.csv,15,6,7,4
model113477.csv,17,9,9,1
model115379.csv,13,6,6,2
model8276.csv,13,8,7,2
model17542.csv,14,7,7,3
model73479.csv,17,6,8,3
model106133.csv,14,6,6,1
model72947.csv,17,6,8,4
model24156.csv,13,6,5,3
model15762.csv,14,7,7,1
model111495.csv,17,7,9,3
model53014.csv,16,6,8,4
model8263.csv,14,9,8,1
model79949.csv,14,7,6,2
model86997.csv,16,6,7,3
model57760.csv,14,7,7,2
model95543.csv,19,10,11,2
model60128.csv,12,7,5,2
model44986.csv,13,8,6,2
model64608.csv,15,8,6,1
model52470.csv,15,9,7,1
model45784.csv,16,7,8,2
model15403.csv,14,6,7,3
model60858.csv,14,6,6,2
model19065.csv,15,8,7,3
model83442.csv,13,6,5,1
model114182.csv,15,6,7,2
model19354.csv,12,7,6,1
model15185.csv,14,7,7,1
model79389.csv,12,6,5,2
model52488.csv,13,7,5,2
model57677.csv,16,7,9,3
model105622.csv,15,8,7,1
model109641.csv,20,11,12,2
model10007.csv,12,7,6,1
model120512.csv,16,6,9,3
model72510.csv,14,7,5,1
model112889.csv,14,7,6,1
model60719.csv,14,6,6,3
model77423.csv,15,7,7,2
model21949.csv,14,7,6,1
model3170.csv,12,7,6,1
model98860.csv,13,7,6,2
model79380.csv,14,7,7,2
model29154.csv,12,6,6,1
model77427.csv,14,7,6,1
model77068.csv,14,7,5,1
model115584.csv,14,7,7,2
model14862.csv,14,7,6,2
model26591.csv,15,9,9,2
model36560.csv,11,8,4,1
model28795.csv,14,7,7,1
model11560.csv,14,6,6,2
model25621.csv,10,6,5,2
model109148.csv,18,7,10,4
model55940.csv,14,7,7,2
model92079.csv,16,7,8,2
model71209.csv,14,6,7,3
model119023.csv,16,7,9,4
model40441.csv,15,6,7,3
model104402.csv,14,6,6,2
model41899.csv,12,6,4,1
model109453.csv,15,6,7,3
model9736.csv,15,8,8,2
model102979.csv,16,10,8,1
model32345.csv,12,7,5,1
model76832.csv,17,6,8,4
model30167.csv,14,8,8,2
model47710.csv,13,7,5,2
model102501.csv,15,8,7,2
model119819.csv,15,6,8,3
model36567.csv,11,7,5,1
model84322.csv,17,9,9,1
model79174.csv,13,6,6,2
model75402.csv,14,7,6,2
model24729.csv,12,6,5,1
model119473.csv,14,6,7,2
model57946.csv,16,8,9,3
model29488.csv,13,7,8,2
model102364.csv,16,7,8,3
model29911.csv,15,7,10,4
model54509.csv,14,6,6,2
model20182.csv,14,8,6,2
model92508.csv,16,6,7,3
model43709.csv,16,8,8,1
model101719.csv,13,6,6,1
model68971.csv,16,8,7,1
model36801.csv,13,7,6,1
model53423.csv,15,6,7,3
model36432.csv,17,6,10,6
model76327.csv,13,7,4,1
model114553.csv,14,7,6,1
model67077.csv,16,8,7,1
model33462.csv,12,8,6,1
model2211.csv,14,7,7,3
model31477.csv,16,7,9,3
model46445.csv,14,7,6,2
model86983.csv,15,9,6,1
model22381.csv,13,7,6,3
model42624.csv,12,7,5,1
model82782.csv,16,8,8,1
model82163.csv,18,6,10,5
model94368.csv,17,7,8,2
model30097.csv,14,7,8,3
model55783.csv,13,6,6,2
model53400.csv,17,8,9,3
model106267.csv,16,7,8,4
model59059.csv,12,6,4,1
model62687.csv,13,7,5,1
model25204.csv,11,6,5,1
model88831.csv,11,6,4,2
model80528.csv,17,7,9,3
model102534.csv,10,6,3,2
model60651.csv,11,6,3,1
model17182.csv,11,7,5,1
model87272.csv,17,9,8,1
model40492.csv,14,8,7,1
model114888.csv,15,8,8,2
model36957.csv,16,6,9,5
model66214.csv,14,6,5,1
model46456.csv,13,7,5,1
model6962.csv,15,8,8,3
model7150.csv,11,6,4,1
model11743.csv,13,7,5,2
model47308.csv,13,7,5,1
model13865.csv,13,6,5,2
model63509.csv,14,8,6,1
model7503.csv,12,6,7,3
model47449.csv,15,7,7,1
model53397.csv,16,6,8,4
model39975.csv,15,9,7,1
model70589.csv,15,8,7,2
model40428.csv,15,7,7,2
model99879.csv,15,6,7,2
model7061.csv,13,8,6,1
model20623.csv,15,6,7,3
model40152.csv,13,6,5,2
model65057.csv,14,9,5,1
model119858.csv,17,6,10,5
model114733.csv,16,7,9,4
model111921.csv,17,8,9,2
model50357.csv,12,8,5,1
model99389.csv,13,6,5,1
model48268.csv,14,7,6,2
model8183.csv,13,8,7,1
model74913.csv,18,9,9,1
model56340.csv,16,7,9,3
model76624.csv,16,6,7,2
model28999.csv,14,6,7,2
model93034.csv,16,8,7,1
model59203.csv,12,7,5,1
model105075.csv,17,8,9,2
model119018.csv,17,7,10,3
model112141.csv,14,6,6,2
model87547.csv,14,6,6,2
model7944.csv,12,7,7,2
model77120.csv,18,8,9,3
model31817.csv,14,7,7,2
model42455.csv,13,7,6,2
model97423.csv,15,7,7,3
model70470.csv,14,7,6,1
model73480.csv,15,7,6,2
model82805.csv,17,6,9,5
model34303.csv,14,6,8,3
model21005.csv,17,7,9,4
model98741.csv,14,8,6,1
model40962.csv,14,7,6,2
model38008.csv,12,6,5,1
model46788.csv,17,6,9,4
model84210.csv,16,6,8,2
model85620.csv,17,7,8,3
model1466.csv,13,7,6,2
model51371.csv,15,8,8,1
model30914.csv,12,6,5,1
model105597.csv,14,6,6,2
model96500.csv,15,6,7,3
model115864.csv,16,7,9,3
model78966.csv,14,7,6,2
model35151.csv,12,7,6,1
model50522.csv,12,8,5,1
model93220.csv,16,7,7,1
model122747.csv,15,8,9,2
model19881.csv,12,7,5,1
model59727.csv,13,7,5,1
model43738.csv,15,9,7,2
model7646.csv,14,7,8,3
model50561.csv,13,6,7,2
model77383.csv,18,9,10,2
model77551.csv,15,8,7,1
model25404.csv,14,9,8,3
model14298.csv,13,8,6,2
model57198.csv,14,6,7,2
model84265.csv,16,7,8,2
model82532.csv,15,8,7,2
model56452.csv,13,8,6,1
model89414.csv,15,6,6,2
model27568.csv,11,7,4,1
model14132.csv,13,7,6,2
model19835.csv,12,7,6,1
model101338.csv,13,7,5,1
model108983.csv,17,8,9,2
model64685.csv,13,7,5,1
model104348.csv,13,6,5,1
model122594.csv,17,8,11,3
model108470.csv,13,7,5,2
model61415.csv,12,7,5,1
model122973.csv,15,7,9,3
model57604.csv,13,6,6,2
model47059.csv,14,8,6,1
model123705.csv,15,8,9,2
model61359.csv,13,6,6,1
model94397.csv,14,6,5,1
model18390.csv,13,7,6,1
model91887.csv,15,6,7,2
model81269.csv,13,7,6,2
model110090.csv,16,8,9,2
model75186.csv,16,7,7,2
model2025.csv,12,7,5,1
model46548.csv,17,6,9,4
model5429.csv,13,7,6,2
model81443.csv,15,6,7,2
model112155.csv,16,6,8,3
model95931.csv,15,8,7,2
model70124.csv,15,7,7,3
model28066.csv,11,7,4,1
model19813.csv,15,6,8,4
model27851.csv,14,8,7,2
model95619.csv,19,7,11,4
model58439.csv,15,9,9,1
model93934.csv,15,7,6,1
model43610.csv,15,7,7,2
model2334.csv,11,6,5,1
model112065.csv,17,9,9,1
model4985.csv,14,6,7,3
model23870.csv,14,7,6,1
model34515.csv,16,8,10,3
model96805.csv,17,11,9,1
model16614.csv,15,6,7,2
model10397.csv,14,7,7,2
model64329.csv,12,7,4,1
model10139.csv,11,6,5,2
model8573.csv,13,6,7,2
model20799.csv,14,8,6,1
model81931.csv,15,7,7,1
model48785.csv,15,6,7,2
model87427.csv,17,6,8,4
model23863.csv,12,7,4,1
model8445.csv,13,7,7,1
model93733.csv,16,6,7,3
model112900.csv,14,7,6,1
model97649.csv,19,8,11,3
model26849.csv,14,6,9,4
model26226.csv,14,7,7,1
model122702.csv,15,8,9,1
model118976.csv,16,9,9,2
model123106.csv,13,6,7,3
model110668.csv,14,6,6,1
model6465.csv,12,6,5,2
model47270.csv,15,7,7,3
model44992.csv,13,8,6,1
model71681.csv,12,7,4,1
model122795.csv,16,8,10,2
model21379.csv,16,7,8,2
model76755.csv,18,6,9,5
model95540.csv,19,7,11,4
model89257.csv,15,7,7,4
model92353.csv,17,8,8,2
model12459.csv,11,7,4,1
model110946.csv,14,7,6,2
model67429.csv,16,9,8,1
model106018.csv,15,6,7,2
model60755.csv,13,7,5,1
model81737.csv,13,7,5,1
model12505.csv,16,6,9,5
model82176.csv,19,7,11,4
model116419.csv,13,6,6,2
model113302.csv,14,6,6,1
model113698.csv,16,6,8,3
model41025.csv,14,6,6,3
model96533.csv,16,7,8,3
model69633.csv,14,8,6,2
model81809.csv,17,7,9,2
model5621.csv,14,9,7,1
model37458.csv,15,8,8,1
model8211.csv,13,6,7,2
model120137.csv,17,6,10,5
model65214.csv,13,9,5,1
model45283.csv,14,8,7,1
model77710.csv,14,6,6,2
model113250.csv,16,6,8,3
model89191.csv,16,8,7,2
model97172.csv,14,8,6,1
model24417.csv,15,8,7,1
model111364.csv,14,7,6,2
model110108.csv,15,8,8,2
model47.csv,9,6,4,1
model18263.csv,15,7,7,3
model21139.csv,16,8,9,3
model20413.csv,14,9,6,1
model85029.csv,15,7,6,1
model35985.csv,12,7,5,1
model42493.csv,14,8,7,1
model29682.csv,14,8,8,2
model92899.csv,15,7,6,2
model121363.csv,17,6,10,5
model21089.csv,16,6,9,4
model44288.csv,14,6,6,2
model23404.csv,17,7,9,3
model91828.csv,14,7,6,2
model32567.csv,16,8,9,3
model55856.csv,13,7,6,1
model9963.csv,13,8,7,1
model76955.csv,15,6,6,2
model63113.csv,15,9,7,1
model123786.csv,15,8,9,1
model90139.csv,15,7,6,2
model27466.csv,13,7,8,2
model105495.csv,15,7,7,1
model107026.csv,14,8,7,1
model109431.csv,14,6,6,2
model64623.csv,14,9,5,1
model41355.csv,12,6,4,2
model56937.csv,12,6,5,1
model75226.csv,19,7,10,4
model24026.csv,12,6,4,1
model44685.csv,14,10,7,1
model88263.csv,14,6,5,1
model4819.csv,11,7,4,1
model63996.csv,13,6,5,1
model114893.csv,14,6,7,3
model115096.csv,17,7,10,4
model19659.csv,10,7,3,1
model15388.csv,14,6,7,4
model75076.csv,15,7,6,1
model35444.csv,11,6,4,2
model107557.csv,15,6,7,4
model16253.csv,13,7,5,1
model95918.csv,15,6,7,3
model35432.csv,12,7,6,1
model107795.csv,16,7,8,2
model33466.csv,11,6,5,1
model49253.csv,18,10,10,2
model73703.csv,15,6,6,3
model82909.csv,17,6,9,4
model82461.csv,15,7,7,2
model103088.csv,13,6,6,2
model51585.csv,13,6,7,2
model99930.csv,14,7,6,1
model43664.csv,15,9,7,1
model104069.csv,15,6,7,3
model39699.csv,12,7,4,2
model49151.csv,15,7,7,2
model83480.csv,14,6,6,1
model47633.csv,12,6,4,2
model89841.csv,16,7,7,3
model15876.csv,15,9,7,1
model54763.csv,15,7,8,2
model53902.csv,14,6,6,1
model78710.csv,12,6,5,2
model100583.csv,15,7,7,1
model38824.csv,14,8,7,2
model90814.csv,16,9,7,1
model87938.csv,15,6,6,1
model75114.csv,15,6,6,1
model111894.csv,16,8,8,1
model120800.csv,19,7,12,5
model50803.csv,15,8,8,2
model77160.csv,18,7,9,3
model75393.csv,14,8,6,1
model67043.csv,14,7,5,1
model70863.csv,15,6,7,3
model91054.csv,18,6,10,5
model58233.csv,14,6,8,2
model49429.csv,14,7,6,2
model50991.csv,14,6,7,3
model27150.csv,12,6,6,2
model83801.csv,17,9,9,2
model114630.csv,16,8,9,3
model113858.csv,16,6,8,4
model117700.csv,15,6,8,2
model18505.csv,11,6,5,2
model105160.csv,14,6,6,3
model17714.csv,12,7,6,1
model51831.csv,17,6,10,5
model66429.csv,14,7,5,1
model28059.csv,14,7,7,2
model48203.csv,17,7,9,3
model31980.csv,10,6,4,1
model58360.csv,15,7,9,3
model92292.csv,14,7,6,1
model112352.csv,16,7,8,3
model77227.csv,19,7,10,3
model57247.csv,13,7,6,1
model103100.csv,12,6,5,2
model111339.csv,14,6,6,2
model54308.csv,16,8,8,2
model77621.csv,18,7,10,3
model63293.csv,15,9,7,1
model121683.csv,17,8,10,3
model67556.csv,14,7,5,2
model26792.csv,12,7,6,2
model111579.csv,16,7,8,3
model58345.csv,16,7,10,3
model6951.csv,15,8,8,3
model81974.csv,17,6,9,3
model68930.csv,18,7,9,3
model86059.csv,15,7,7,3
model39802.csv,14,7,6,2
model99240.csv,12,6,5,2
model1391.csv,13,7,6,1
model24576.csv,15,8,7,1
model25265.csv,12,8,5,1
model45753.csv,15,6,8,4
model27719.csv,15,6,8,3
model36672.csv,12,6,6,2
model95018.csv,17,8,8,2
model14973.csv,15,7,7,2
model121637.csv,17,7,10,4
model48895.csv,16,10,8,1
model4529.csv,11,6,4,1
model80834.csv,11,6,4,1
model90960.csv,17,6,8,4
model82779.csv,17,9,9,2
model45653.csv,15,7,7,3
model93257.csv,19,6,10,4
model16907.csv,11,8,4,1
model121928.csv,15,6,8,3
model103503.csv,17,6,9,4
model59511.csv,12,8,4,1
model114534.csv,14,6,6,2
model81004.csv,13,8,6,1
model67416.csv,15,7,7,2
model60823.csv,13,6,5,1
model79991.csv,17,8,9,2
model6780.csv,14,9,8,1
model116402.csv,14,8,7,1
model100185.csv,14,7,6,2
model75560.csv,13,7,4,1
model31204.csv,14,9,8,1
model16327.csv,13,8,6,1
model25277.csv,12,7,6,1
model23125.csv,16,7,8,4
model41176.csv,14,6,6,2
model114991.csv,17,6,10,4
model53742.csv,11,6,3,1
model1623.csv,11,7,5,1
model14041.csv,15,9,7,1
model64088.csv,14,6,7,1
model50273.csv,13,6,5,1
model28078.csv,10,6,4,2
model77530.csv,16,8,8,2
model120959.csv,18,10,11,2
model90784.csv,17,7,8,3
model102839.csv,13,6,5,1
model68829.csv,17,7,8,2
model45593.csv,14,6,6,3
model26271.csv,13,7,7,3
model37123.csv,18,7,11,4
model55426.csv,15,8,8,1
model73844.csv,15,6,6,2
model114165.csv,19,7,11,6
model22589.csv,16,8,9,2
model113941.csv,14,6,6,1
model24704.csv,15,9,8,1
model107668.csv,15,6,7,2
model11909.csv,13,9,5,1
model83551.csv,14,7,7,2
model94149.csv,17,7,8,3
model12843.csv,13,6,6,3
model71417.csv,16,6,9,4
model46826.csv,14,6,6,2
model94996.csv,15,7,6,2
model83522.csv,16,7,8,1
model75732.csv,18,6,9,5
model100304.csv,13,7,5,1
model41954.csv,12,7,4,1
model114899.csv,14,6,7,3
model87000.csv,17,9,8,3
model5766.csv,13,7,6,1
model23405.csv,17,6,9,3
model112754.csv,15,8,7,2
model107146.csv,14,7,7,1
model26016.csv,10,7,4,1
model1227.csv,11,7,5,1
model124046.csv,14,7,8,1
model93758.csv,17,6,8,4
model11307.csv,10,6,3,1
model122498.csv,15,6,9,4
model19612.csv,14,7,7,3
model29500.csv,12,7,6,2
model101355.csv,12,7,4,1
model106512.csv,10,6,4,2
model27879.csv,13,8,7,1
model6221.csv,12,7,6,1
model57242.csv,14,7,7,1
model7907.csv,12,7,6,2
model38489.csv,16,7,8,4
model79340.csv,13,7,7,2
model52532.csv,17,8,9,3
model92345.csv,16,10,7,1
model44564.csv,14,7,7,2
model45983.csv,15,7,7,2
model49761.csv,15,6,7,3
model94087.csv,18,8,9,3
model114567.csv,14,7,6,2
model78422.csv,13,7,5,2
model97067.csv,14,6,6,2
model120960.csv,18,6,11,5
model47630.csv,12,8,4,2
model92329.csv,16,6,7,3
model29202.csv,16,6,10,4
model114200.csv,14,7,6,1
model38870.csv,13,7,6,2
model30603.csv,13,6,6,2
model86419.csv,19,11,10,1
model42088.csv,12,7,4,1
model112809.csv,13,7,5,1
model66878.csv,15,6,6,3
model112609.csv,19,9,11,3
model43588.csv,14,7,6,1
model22781.csv,16,8,8,2
model121039.csv,18,10,11,2
model5669.csv,15,6,8,4
model27974.csv,16,6,10,5
model99193.csv,14,7,6,1
model30334.csv,13,7,6,1
model55726.csv,14,6,7,2
model91717.csv,15,7,6,1
model17112.csv,14,6,7,2
model81700.csv,12,6,4,1
model70344.csv,15,6,7,3
model38383.csv,14,6,6,3
model108278.csv,13,6,5,1
model92865.csv,15,6,6,3
model103110.csv,13,6,6,2
model108687.csv,16,6,8,2
model31085.csv,12,6,6,2
model66597.csv,14,8,5,1
model26822.csv,12,6,6,2
model47778.csv,15,6,7,3
model104436.csv,14,7,6,2
model51037.csv,13,7,6,2
model93831.csv,17,9,8,2
model44716.csv,15,7,8,2
model123648.csv,16,8,10,3
model52314.csv,15,8,7,1
model49291.csv,15,6,7,2
model120768.csv,16,7,9,4
model52857.csv,15,8,7,2
model10331.csv,16,9,9,1
model36516.csv,14,8,7,1
model25622.csv,11,7,6,1
model4955.csv,14,7,7,2
model41468.csv,14,7,6,2
model7373.csv,11,6,4,1
model31195.csv,14,8,7,2
model90832.csv,16,7,7,2
model79139.csv,15,7,7,3
model96347.csv,14,6,6,2
model69996.csv,15,7,7,3
model112342.csv,15,9,7,1
model30993.csv,14,6,7,3
model90963.csv,16,7,7,2
model95397.csv,18,9,10,2
model3218.csv,12,7,7,1
model7971.csv,11,6,5,2
model84884.csv,11,6,3,1
model56354.csv,16,8,9,2
model83374.csv,14,7,6,1
model38889.csv,13,7,5,2
model36192.csv,13,7,6,1
model77219.csv,19,7,10,3
model80251.csv,13,6,6,1
model122686.csv,15,8,9,2
model62638.csv,15,7,7,1
model92561.csv,17,8,8,2
model87924.csv,15,6,6,1
model37884.csv,13,7,7,2
model2608.csv,11,6,6,2
model108166.csv,16,8,8,2
model83971.csv,15,8,7,1
model122735.csv,14,6,8,2
model51707.csv,14,6,7,2
model119809.csv,14,6,7,2
model23435.csv,17,6,9,5
model109832.csv,18,8,10,2
model12691.csv,11,6,5,2
model48992.csv,13,6,5,2
model114061.csv,17,7,9,4
model34831.csv,15,9,10,1
model76344.csv,15,8,6,2
model24230.csv,17,7,9,4
model22142.csv,14,7,7,2
model14976.csv,14,8,6,1
model77172.csv,14,7,5,1
model22442.csv,13,6,6,1
model63307.csv,14,6,7,2
model73823.csv,16,9,7,1
model117577.csv,13,7,6,2
model10828.csv,10,6,3,1
model34012.csv,14,7,9,2
model118201.csv,11,6,4,1
model4974.csv,14,9,7,1
model2050.csv,11,7,5,1
model76996.csv,19,6,10,5
model46172.csv,17,10,9,1
model68255.csv,15,7,6,1
model73715.csv,16,6,7,3
model24940.csv,11,6,6,1
model114465.csv,16,9,8,1
model123069.csv,15,8,9,2
model70233.csv,14,7,6,2
model78541.csv,13,9,6,1
model46469.csv,14,6,6,2
model48645.csv,12,7,5,1
model29069.csv,15,8,9,2
model5449.csv,11,7,5,1
model89041.csv,13,7,4,1
model35772.csv,14,6,7,3
model63459.csv,15,7,7,3
model121254.csv,17,7,10,4
model34007.csv,12,6,7,2
model122484.csv,18,9,12,3
model6881.csv,14,8,7,3
model58305.csv,16,9,10,2
model34258.csv,13,6,8,3
model1103.csv,11,7,5,1
model90245.csv,16,8,7,2
model113274.csv,17,8,9,2
model46798.csv,16,8,8,2
model4987.csv,12,6,5,1
model120111.csv,18,8,11,4
model45179.csv,13,7,6,1
model95298.csv,18,8,10,2
model21507.csv,14,8,7,1
model83594.csv,15,7,8,2
model71075.csv,18,9,10,2
model39220.csv,16,6,8,2
model117417.csv,13,8,6,1
model70208.csv,15,7,7,3
model106939.csv,18,10,11,2
model74406.csv,17,10,9,1
model33626.csv,12,6,7,2
model92919.csv,17,8,8,2
model85062.csv,15,8,6,3
model13943.csv,14,7,6,2
model28004.csv,15,8,8,3
model37355.csv,14,7,7,2
model9805.csv,13,7,6,2
model13505.csv,16,11,8,1
model76456.csv,15,9,6,1
model59518.csv,13,8,5,1
model68927.csv,16,6,7,2
model105411.csv,13,7,5,1
model103772.csv,15,8,7,2
model37127.csv,17,7,10,4
model76124.csv,15,6,6,3
model72116.csv,17,8,8,2
model53764.csv,14,9,6,1
model5494.csv,12,6,5,2
model113815.csv,17,8,9,2
model53473.csv,17,7,9,5
model102265.csv,11,8,3,1
model95920.csv,15,6,7,2
model92725.csv,15,6,6,3
model103590.csv,13,7,5,2
model55122.csv,13,6,6,1
model38278.csv,11,7,3,1
model47979.csv,13,6,6,2
model77407.csv,16,6,8,3
model53253.csv,16,8,8,2
model112820.csv,14,8,6,1
model51850.csv,16,6,9,3
model98530.csv,11,6,4,1
model77420.csv,16,8,8,2
model79534.csv,15,6,7,2
model79514.csv,16,7,8,3
model61107.csv,13,6,5,1
model17863.csv,12,6,5,2
model46347.csv,13,6,5,3
model75074.csv,16,6,7,3
model26926.csv,11,6,6,1
model51972.csv,15,8,8,2
model8339.csv,13,7,7,2
model34257.csv,14,7,9,3
model18005.csv,14,8,6,1
model89164.csv,15,8,6,1
model114241.csv,17,7,9,4
model41659.csv,14,7,6,2
model118887.csv,12,7,6,2
model1633.csv,11,7,5,1
model44602.csv,15,7,8,2
model24955.csv,11,6,6,1
model8147.csv,11,7,6,1
model114417.csv,20,8,12,5
model31160.csv,13,6,7,3
model103847.csv,15,9,7,1
model81046.csv,13,7,6,1
model104627.csv,15,7,7,2
model22047.csv,12,7,5,1
model33997.csv,13,6,8,2
model52975.csv,12,6,4,1
model66730.csv,15,7,6,2
model8606.csv,12,7,6,1
model22301.csv,15,7,8,4
model113354.csv,12,6,5,1
model51404.csv,13,7,7,1
model21714.csv,15,6,7,3
model22097.csv,12,7,5,2
model115409.csv,11,6,4,1
model22044.csv,13,7,6,1
model63284.csv,15,6,7,3
model29993.csv,14,7,8,3
model53793.csv,14,6,6,2
model62154.csv,15,8,7,2
model2788.csv,13,9,7,1
model94627.csv,15,7,6,1
model86132.csv,14,8,5,1
model87005.csv,15,6,6,2
model47086.csv,14,6,6,2
model98658.csv,13,8,5,1
model26232.csv,15,7,8,2
model50581.csv,11,7,5,1
model8890.csv,13,8,7,1
model37538.csv,14,8,7,1
model67319.csv,13,6,5,2
model60529.csv,14,7,6,2
model115701.csv,17,6,10,4
model50137.csv,17,9,9,1
model76532.csv,16,8,7,1
model95068.csv,18,6,9,3
model74314.csv,13,7,5,1
model8598.csv,15,8,9,2
model114783.csv,16,7,9,3
model72889.csv,15,6,6,2
model38321.csv,12,7,5,1
model113095.csv,15,6,7,4
model6394.csv,13,7,6,1
model15764.csv,14,8,7,1
model105575.csv,16,7,8,2
model19841.csv,14,8,7,3
model35888.csv,15,6,8,3
model14959.csv,15,9,7,1
model52643.csv,15,6,7,3
model14721.csv,16,8,8,3
model3781.csv,11,7,5,1
model69646.csv,13,6,5,1
model37040.csv,12,6,5,1
model83673.csv,17,8,9,2
model47356.csv,15,6,7,3
model35383.csv,12,6,5,2
model812.csv,12,7,5,1
model12620.csv,12,6,5,1
model79659.csv,14,6,6,2
model54999.csv,14,7,7,2
model104092.csv,13,6,6,2
model24622.csv,14,7,6,1
model107244.csv,14,6,7,1
model57384.csv,13,6,6,2
model5811.csv,12,6,5,1
model30407.csv,14,8,7,2
model14867.csv,17,7,9,4
model115939.csv,14,7,7,1
model91214.csv,14,7,5,1
model81617.csv,15,6,7,4
model17619.csv,15,7,8,2
model46873.csv,12,6,4,2
model99919.csv,17,6,9,4
model25203.csv,12,8,5,2
model80549.csv,14,7,7,1
model118740.csv,14,7,7,2
model118984.csv,15,7,8,2
model78720.csv,13,6,5,2
model102145.csv,14,8,6,1
model20366.csv,18,6,10,6
model17076.csv,14,8,7,1
model15320.csv,12,7,6,1
model9283.csv,13,6,6,3
model83199.csv,14,8,6,1
model112939.csv,13,6,5,1
model68347.csv,15,6,6,3
model68274.csv,16,6,7,3
model19263.csv,15,6,7,2
model122451.csv,15,6,9,3
model8195.csv,12,7,7,1
model22813.csv,15,9,8,2
model25307.csv,12,7,5,1
model121007.csv,16,6,9,4
model107717.csv,16,6,8,3
model10355.csv,13,8,6,1
model106968.csv,16,7,9,2
model51511.csv,13,6,7,2
model105426.csv,14,7,6,2
model46573.csv,12,7,4,1
model80634.csv,15,7,7,2
model105843.csv,15,6,7,3
model45173.csv,14,6,7,3
model29218.csv,15,7,8,3
model60976.csv,13,6,5,2
model79378.csv,14,7,7,3
model31809.csv,15,8,8,2
model85537.csv,16,8,7,1
model20987.csv,16,7,8,3
model39567.csv,15,9,8,1
model53975.csv,14,7,6,1
model34361.csv,14,8,8,2
model9656.csv,11,6,4,1
model83805.csv,16,8,8,1
model78187.csv,15,8,8,2
model4285.csv,11,6,5,2
model8655.csv,13,8,7,2
model87370.csv,16,6,7,4
model77568.csv,17,6,9,3
model50612.csv,12,8,5,1
model85455.csv,15,8,6,1
model58761.csv,12,9,4,1
model37705.csv,11,6,5,1
model122772.csv,15,7,9,2
model17806.csv,9,6,3,1
model6443.csv,11,7,4,1
model25701.csv,14,8,9,2
model84843.csv,12,6,4,1
model55078.csv,15,7,8,1
model27560.csv,12,8,6,1
model118396.csv,16,7,9,3
model9850.csv,12,6,5,2
model74111.csv,19,6,10,6
model51728.csv,14,7,7,2
model34980.csv,14,8,9,2
model85743.csv,16,10,7,1
model84501.csv,14,7,7,1
model80060.csv,14,6,6,3
model42488.csv,14,7,7,2
model110334.csv,12,6,5,1
model48103.csv,15,8,7,2
model82772.csv,15,6,7,2
model118624.csv,14,7,7,1
model92910.csv,17,8,8,3
model23837.csv,14,7,6,2
model8377.csv,11,6,5,1
model120131.csv,16,7,9,4
model90840.csv,16,9,7,1
model30385.csv,15,9,8,2
model44135.csv,15,7,7,2
model113475.csv,16,7,8,3
model110821.csv,16,7,8,1
model67256.csv,13,8,5,1
model70108.csv,15,7,7,2
model122557.csv,15,6,9,3
model74848.csv,17,6,8,2
model75050.csv,15,7,6,2
model87306.csv,16,7,7,2
model81178.csv,12,6,5,1
model98942.csv,13,6,5,1
model90146.csv,15,6,6,1
model14775.csv,14,6,6,3
model54059.csv,14,7,6,1
model78994.csv,14,7,6,1
model71246.csv,13,7,6,1
model77372.csv,17,7,9,2
model15159.csv,15,7,8,4
model28487.csv,12,8,6,1
model35124.csv,12,7,7,2
model115260.csv,15,6,8,2
model71782.csv,15,10,6,1
model110711.csv,15,6,7,2
model77070.csv,17,6,8,3
model111448.csv,13,6,5,1
model53527.csv,17,7,9,3
model116924.csv,15,7,8,2
model47551.csv,14,8,7,1
model70625.csv,15,6,7,2
model43614.csv,15,8,7,1
model90479.csv,16,6,7,4
model96211.csv,17,9,9,1
model78782.csv,13,8,5,1
model123319.csv,13,6,7,2
model57490.csv,15,7,8,2
model112149.csv,16,6,8,4
model81141.csv,13,6,6,2
model86820.csv,17,6,8,2
