model,critical_length,minimal_number_of_queries,number_of_non_explainable,all_explainable_minimal_number_of_queries
model112843.csv,12,6,11,17
model116217.csv,12,7,2,9
model13623.csv,13,7,16,23
model23737.csv,11,6,14,20
model51176.csv,11,6,21,27
model12932.csv,11,7,18,25
model33880.csv,13,8,21,29
model79740.csv,16,6,16,22
model57118.csv,14,8,20,28
model105142.csv,15,7,15,22
model22258.csv,15,6,14,20
model34304.csv,14,8,20,28
model94540.csv,12,7,3,10
model69214.csv,16,7,13,20
model82880.csv,16,6,18,24
model118878.csv,12,7,19,26
model110561.csv,15,6,8,14
model27501.csv,13,8,17,25
model76033.csv,16,7,14,21
model6306.csv,15,9,13,22
model118815.csv,14,7,20,27
model49824.csv,16,9,17,26
model56919.csv,12,7,19,26
model49815.csv,15,6,19,25
model102013.csv,12,7,3,10
model28714.csv,14,6,16,22
model85218.csv,15,8,9,17
model83689.csv,17,9,15,24
model66359.csv,14,8,12,20
model57608.csv,15,8,19,27
model42012.csv,14,9,16,25
model19411.csv,15,6,14,20
model119586.csv,18,7,19,26
model12633.csv,8,7,6,13
model85474.csv,17,9,8,17
model7623.csv,11,6,14,20
model73231.csv,14,6,13,19
model79183.csv,17,7,16,23
model79387.csv,13,8,18,26
model27624.csv,13,6,15,21
model36741.csv,11,6,18,24
model36979.csv,13,6,20,26
model99036.csv,13,6,14,20
model64234.csv,15,8,11,19
model86726.csv,16,8,12,20
model51510.csv,13,8,21,29
model27199.csv,13,8,14,22
model14868.csv,17,10,15,25
model35482.csv,11,7,15,22
model56859.csv,13,7,17,24
model56764.csv,11,6,18,24
model26018.csv,10,7,3,10
model113172.csv,15,8,18,26
model107787.csv,12,6,16,22
model27657.csv,15,12,13,25
model107097.csv,15,7,18,25
model101867.csv,14,6,10,16
model29698.csv,14,6,17,23
model61652.csv,12,6,17,23
model63742.csv,14,7,17,24
model115066.csv,16,10,17,27
model55431.csv,12,6,17,23
model35052.csv,13,8,20,28
model53641.csv,16,8,15,23
model62201.csv,15,9,14,23
model22180.csv,13,8,19,27
model61930.csv,13,7,12,19
model64231.csv,16,8,12,20
model7102.csv,13,9,20,29
model26124.csv,12,6,12,18
model78881.csv,13,6,15,21
model18289.csv,14,7,12,19
model19365.csv,11,8,11,19
model109865.csv,15,8,16,24
model59370.csv,11,7,12,19
model22663.csv,13,7,18,25
model43101.csv,10,6,4,10
model92146.csv,17,6,17,23
model9024.csv,10,6,16,22
model19642.csv,13,6,16,22
model110694.csv,15,9,14,23
model103383.csv,16,8,11,19
model31796.csv,15,6,21,27
model91108.csv,14,7,6,13
model53394.csv,17,6,18,24
model92593.csv,17,8,12,20
model49191.csv,19,6,20,26
model39369.csv,11,6,7,13
model66126.csv,14,7,12,19
model90228.csv,15,6,12,18
model107974.csv,17,7,15,22
model21342.csv,15,7,17,24
model122333.csv,14,6,20,26
model44920.csv,12,6,14,20
model73428.csv,17,10,10,20
model114774.csv,18,6,19,25
model51115.csv,16,7,20,27
model89642.csv,15,8,11,19
model37077.csv,12,6,21,27
model117895.csv,15,8,15,23
model103595.csv,14,7,2,9
model39484.csv,13,7,13,20
model89729.csv,15,10,2,12
model59915.csv,12,6,13,19
model25975.csv,13,8,11,19
model84295.csv,17,6,17,23
model11732.csv,14,6,12,18
model73791.csv,16,6,15,21
model50310.csv,13,6,18,24
model61085.csv,14,8,13,21
model119635.csv,17,9,18,27
model81829.csv,15,6,18,24
model109201.csv,11,7,5,12
model115160.csv,15,9,17,26
model95087.csv,17,7,17,24
model16169.csv,10,7,2,9
model103556.csv,12,6,14,20
model48222.csv,14,7,20,27
model112291.csv,15,7,10,17
model62302.csv,14,6,15,21
model54261.csv,13,7,21,28
model98943.csv,13,6,12,18
model48023.csv,16,8,16,24
model29809.csv,13,6,20,26
model62186.csv,15,10,13,23
model35606.csv,14,7,17,24
model7750.csv,9,6,4,10
model106806.csv,11,6,19,25
model69736.csv,15,7,13,20
model45865.csv,12,7,7,14
model102694.csv,12,6,14,20
model122724.csv,16,7,19,26
model11583.csv,12,7,8,15
model96324.csv,15,7,16,23
model29252.csv,17,9,19,28
model22607.csv,15,7,17,24
model39076.csv,17,7,11,18
model107786.csv,12,6,16,22
model58179.csv,15,7,19,26
model91142.csv,11,7,4,11
model9097.csv,14,7,17,24
model88452.csv,15,7,16,23
model73459.csv,16,6,13,19
model112519.csv,16,7,15,22
model112437.csv,18,9,12,21
model44916.csv,12,6,14,20
model49652.csv,14,7,15,22
model96239.csv,16,6,14,20
model104568.csv,18,9,11,20
model45274.csv,13,6,18,24
model112553.csv,17,7,14,21
model92897.csv,16,8,5,13
model77049.csv,19,7,14,21
model120658.csv,16,6,20,26
model43594.csv,15,7,10,17
model45625.csv,15,6,15,21
model20141.csv,17,6,14,20
model112861.csv,13,7,6,13
model113565.csv,16,7,18,25
model20994.csv,18,12,12,24
model87398.csv,15,6,18,24
model8557.csv,12,7,19,26
model44086.csv,14,8,12,20
model78393.csv,14,7,9,16
model72692.csv,12,7,2,9
model74948.csv,17,6,16,22
model34057.csv,15,9,19,28
model68891.csv,18,9,12,21
model48711.csv,15,7,14,21
model26760.csv,12,6,15,21
model67411.csv,17,9,12,21
model54923.csv,13,7,14,21
model8040.csv,9,5,23,28
model14727.csv,17,9,16,25
model49618.csv,11,7,4,11
model106649.csv,12,6,16,22
model62394.csv,12,8,3,11
model120212.csv,15,6,20,26
model116627.csv,15,6,17,23
model119666.csv,16,7,19,26
model973.csv,8,6,1,7
model23061.csv,13,7,18,25
model21298.csv,13,8,6,14
model53230.csv,14,6,8,14
model94018.csv,17,9,6,15
model86021.csv,16,6,12,18
model39387.csv,13,7,13,20
model41081.csv,15,6,17,23
model96510.csv,15,6,17,23
model80365.csv,14,7,13,20
model115345.csv,10,8,3,11
model4858.csv,13,6,13,19
model62083.csv,16,7,12,19
model62327.csv,15,9,12,21
model97473.csv,15,9,18,27
model63285.csv,15,8,13,21
model15005.csv,14,6,15,21
model66764.csv,15,8,10,18
model97475.csv,17,7,20,27
model118658.csv,15,7,19,26
model119798.csv,13,7,22,29
model64052.csv,11,6,15,21
model53010.csv,14,6,15,21
model19761.csv,12,9,4,13
model36606.csv,11,6,9,15
model121464.csv,19,6,20,26
model3161.csv,14,11,13,24
model6018.csv,10,6,15,21
model123940.csv,15,6,20,26
model61098.csv,14,10,12,22
model71017.csv,18,8,11,19
model8872.csv,11,7,16,23
model25906.csv,10,6,14,20
model28505.csv,13,9,15,24
model79827.csv,13,6,16,22
model8259.csv,12,7,15,22
model83776.csv,16,9,16,25
model102411.csv,15,6,10,16
model102498.csv,15,7,11,18
model76470.csv,15,6,13,19
model122375.csv,16,8,18,26
model59051.csv,11,6,14,20
model95417.csv,18,9,16,25
model30556.csv,15,7,17,24
model86167.csv,15,6,11,17
model106349.csv,14,6,16,22
model68978.csv,18,8,13,21
model70467.csv,14,6,17,23
model57594.csv,13,7,21,28
model3341.csv,10,7,14,21
model95395.csv,18,6,19,25
model30096.csv,14,7,20,27
model68727.csv,14,7,17,24
model30853.csv,9,6,4,10
model86270.csv,13,6,13,19
model77952.csv,14,7,9,16
model100116.csv,13,6,12,18
model70284.csv,12,6,15,21
model10641.csv,12,6,16,22
model113633.csv,17,7,18,25
model101142.csv,11,6,8,14
model9514.csv,12,7,19,26
model72036.csv,16,7,11,18
model32529.csv,14,8,20,28
model36679.csv,11,6,20,26
model34477.csv,13,8,20,28
model73133.csv,14,9,4,13
model35401.csv,12,7,19,26
model69388.csv,13,6,15,21
model3510.csv,12,9,15,24
model11465.csv,11,6,2,8
model114378.csv,21,7,19,26
model50288.csv,14,7,17,24
model64533.csv,12,7,11,18
model121176.csv,17,6,20,26
model38801.csv,14,8,11,19
model94522.csv,14,6,9,15
model64228.csv,15,7,12,19
model15702.csv,12,8,16,24
model80039.csv,16,8,17,25
model46028.csv,15,7,17,24
model65654.csv,13,7,11,18
model115298.csv,13,7,20,27
model87187.csv,14,6,16,22
model60881.csv,13,6,11,17
model5291.csv,11,6,18,24
model2709.csv,11,6,17,23
model4221.csv,9,6,16,22
model112459.csv,17,8,13,21
model111085.csv,15,7,16,23
model89265.csv,17,6,11,17
model75137.csv,16,10,15,25
model10318.csv,14,7,19,26
model75604.csv,12,6,14,20
model74600.csv,17,9,13,22
model32759.csv,16,7,22,29
model103943.csv,18,8,10,18
model39644.csv,14,7,16,23
model51622.csv,13,8,19,27
model22821.csv,12,9,2,11
model108230.csv,13,7,7,14
model17993.csv,13,8,7,15
model73066.csv,16,7,10,17
model98321.csv,15,9,17,26
model45229.csv,14,7,17,24
model5167.csv,11,8,13,21
model16226.csv,13,8,13,21
model47901.csv,12,7,19,26
model19373.csv,13,6,12,18
model25576.csv,12,8,10,18
model117788.csv,14,8,16,24
model68524.csv,16,7,12,19
model120441.csv,12,7,22,29
model3382.csv,9,6,14,20
model77827.csv,13,7,9,16
model34259.csv,14,7,21,28
model107879.csv,17,7,14,21
model18799.csv,16,10,9,19
model98246.csv,13,8,19,27
model79250.csv,15,7,15,22
model89630.csv,18,8,10,18
model3271.csv,12,7,16,23
model1333.csv,11,7,11,18
model16757.csv,11,6,13,19
model56846.csv,13,7,17,24
model77863.csv,12,7,3,10
model94870.csv,16,7,19,26
model112805.csv,12,7,6,13
model37887.csv,13,7,19,26
model113331.csv,15,6,20,26
model25879.csv,12,7,12,19
model74218.csv,14,6,17,23
model6364.csv,15,8,16,24
model90685.csv,15,6,15,21
model15623.csv,13,8,19,27
model46628.csv,17,7,12,19
model29550.csv,11,6,7,13
model35121.csv,13,7,23,30
model106731.csv,13,6,17,23
model119686.csv,18,9,18,27
model65271.csv,13,7,11,18
model78120.csv,15,8,8,16
model55500.csv,11,6,20,26
model108893.csv,16,8,14,22
model42411.csv,13,6,8,14
model67882.csv,16,8,12,20
model121857.csv,17,8,19,27
model103435.csv,16,8,11,19
model29391.csv,11,5,17,22
model10065.csv,10,7,14,21
model29686.csv,14,7,15,22
model12143.csv,14,7,12,19
model117789.csv,14,7,17,24
model13938.csv,14,6,18,24
model89606.csv,16,8,10,18
model52989.csv,15,9,13,22
model38458.csv,13,8,7,15
model106398.csv,14,6,17,23
model23195.csv,15,7,16,23
model15300.csv,12,8,21,29
model54142.csv,15,7,19,26
model1557.csv,9,6,12,18
model106883.csv,16,8,15,23
model57494.csv,14,9,19,28
model104059.csv,16,6,12,18
model8059.csv,12,6,21,27
model94888.csv,18,8,17,25
model19531.csv,15,10,11,21
model73918.csv,16,7,15,22
model116342.csv,14,7,13,20
model100805.csv,14,6,15,21
model54611.csv,18,7,18,25
model98814.csv,14,7,10,17
model4446.csv,10,7,2,9
model22297.csv,15,8,18,26
model96493.csv,13,7,17,24
model97238.csv,15,7,20,27
model2712.csv,12,8,16,24
model99004.csv,16,7,11,18
model3295.csv,11,7,15,22
model56640.csv,9,6,17,23
model75019.csv,15,10,3,13
model39466.csv,13,7,14,21
model39296.csv,14,7,12,19
model38205.csv,15,8,8,16
model120189.csv,16,7,19,26
model9463.csv,14,6,19,25
model52936.csv,11,6,18,24
model40490.csv,15,8,16,24
model59410.csv,12,7,8,15
model33619.csv,12,7,20,27
model104057.csv,16,9,10,19
model105847.csv,14,7,6,13
model117163.csv,14,6,13,19
model86903.csv,16,7,15,22
model29290.csv,13,7,18,25
model105940.csv,15,8,14,22
model82674.csv,14,7,13,20
model4015.csv,12,8,16,24
model87792.csv,14,9,5,14
model36926.csv,16,6,19,25
model56749.csv,13,7,17,24
model82606.csv,13,7,14,21
model34717.csv,12,7,21,28
model101479.csv,14,7,14,21
model105832.csv,13,6,8,14
model5758.csv,12,8,16,24
model111505.csv,15,6,14,20
model44028.csv,15,6,12,18
model32409.csv,14,6,22,28
model14233.csv,12,9,14,23
model55975.csv,15,6,17,23
model4736.csv,13,6,14,20
model76234.csv,15,10,12,22
model32036.csv,11,7,17,24
model43744.csv,14,7,12,19
model11534.csv,13,7,13,20
model42659.csv,14,7,8,15
model39339.csv,14,7,12,19
model69920.csv,15,8,12,20
model94084.csv,17,7,16,23
model110638.csv,17,7,12,19
model93642.csv,15,6,6,12
model39411.csv,11,6,17,23
model96144.csv,14,8,11,19
model79462.csv,14,7,5,12
model41688.csv,14,7,19,26
model18690.csv,12,9,3,12
model61503.csv,13,8,13,21
model81201.csv,14,8,16,24
model29801.csv,13,6,20,26
model48524.csv,15,8,17,25
model12449.csv,13,7,14,21
model124.csv,9,7,10,17
model43330.csv,13,8,11,19
model21647.csv,15,6,20,26
model103334.csv,13,7,12,19
model3983.csv,13,6,19,25
model85552.csv,16,6,12,18
model70504.csv,12,6,17,23
model40139.csv,14,6,13,19
model1965.csv,12,9,11,20
model123483.csv,17,10,16,26
model101129.csv,10,6,4,10
model110970.csv,14,7,6,13
model27092.csv,13,6,15,21
model16743.csv,11,7,5,12
model56262.csv,17,9,14,23
model75011.csv,11,7,2,9
model37786.csv,14,8,18,26
model3090.csv,12,9,14,23
model87782.csv,15,7,5,12
model74535.csv,15,7,5,12
model37183.csv,17,6,19,25
model45486.csv,15,7,13,20
model111019.csv,14,6,13,19
model24078.csv,12,6,20,26
model16522.csv,14,7,17,24
model34285.csv,15,7,21,28
model77295.csv,15,6,15,21
model29433.csv,12,7,17,24
model87057.csv,14,6,8,14
model95125.csv,19,8,17,25
model49871.csv,17,6,20,26
model99540.csv,15,6,12,18
model112661.csv,15,8,15,23
model20898.csv,15,7,19,26
model24901.csv,12,6,11,17
model99618.csv,13,8,12,20
model59229.csv,11,6,11,17
model59095.csv,11,7,9,16
model106717.csv,11,6,19,25
model110874.csv,16,7,13,20
model59605.csv,12,7,9,16
model64726.csv,13,9,9,18
model33238.csv,10,7,20,27
model30484.csv,14,6,17,23
model33267.csv,10,6,9,15
model62184.csv,16,6,16,22
model95345.csv,16,6,18,24
model114272.csv,18,10,17,27
model97732.csv,15,6,21,27
model77554.csv,15,6,15,21
model76198.csv,12,7,3,10
model119233.csv,16,7,18,25
model19620.csv,14,7,14,21
model67714.csv,15,7,14,21
model24202.csv,12,7,17,24
model18860.csv,12,8,14,22
model104655.csv,12,8,15,23
model104003.csv,15,7,12,19
model6422.csv,13,8,15,23
model44539.csv,14,7,13,20
model69936.csv,11,6,17,23
model45511.csv,17,6,15,21
model103824.csv,14,8,11,19
model27301.csv,15,7,14,21
model5193.csv,9,6,15,21
model115941.csv,15,7,13,20
model83987.csv,16,8,18,26
model122003.csv,19,8,18,26
model3725.csv,7,5,23,28
model70709.csv,16,6,14,20
model67224.csv,14,6,14,20
model95131.csv,20,8,16,24
model119906.csv,16,6,21,27
model13210.csv,15,9,11,20
model48990.csv,14,6,19,25
model83629.csv,16,8,17,25
model59943.csv,13,7,8,15
model30839.csv,14,10,16,26
model90346.csv,15,7,16,23
model57385.csv,14,6,21,27
model56385.csv,16,8,16,24
model66135.csv,13,7,14,21
model72715.csv,15,6,10,16
model119955.csv,18,8,19,27
model115809.csv,13,9,6,15
model115187.csv,15,7,20,27
model28226.csv,12,7,18,25
model123372.csv,13,6,21,27
model75847.csv,16,8,12,20
model43979.csv,15,8,6,14
model102489.csv,14,7,12,19
model98533.csv,11,7,10,17
model60510.csv,11,7,13,20
model88833.csv,14,7,10,17
model53448.csv,17,7,17,24
model35509.csv,14,7,18,25
model22503.csv,14,7,22,29
model4319.csv,13,9,12,21
model81881.csv,15,7,16,23
model2032.csv,14,8,14,22
model57761.csv,14,6,21,27
model31121.csv,12,6,20,26
model119940.csv,19,9,17,26
model65778.csv,17,10,5,15
model103527.csv,15,6,12,18
model12861.csv,14,7,16,23
model83803.csv,17,7,17,24
model100402.csv,17,8,12,20
model25549.csv,11,7,11,18
model71906.csv,15,7,9,16
model3396.csv,10,7,14,21
model71627.csv,13,8,8,16
model110079.csv,16,8,17,25
model75022.csv,13,6,7,13
model47682.csv,14,6,15,21
model118468.csv,14,6,18,24
model106723.csv,12,7,18,25
model30095.csv,13,7,20,27
model77033.csv,18,6,16,22
model101649.csv,15,8,13,21
model62064.csv,13,9,0,9
model39001.csv,12,8,4,12
model28866.csv,13,6,20,26
model101166.csv,12,7,9,16
model2963.csv,12,7,13,20
model55599.csv,13,7,17,24
model40176.csv,16,8,11,19
model64695.csv,11,9,0,9
model53796.csv,11,7,19,26
model114248.csv,16,6,20,26
model97268.csv,15,7,20,27
model56034.csv,12,7,2,9
model35.csv,8,5,10,15
model111609.csv,16,8,5,13
model107800.csv,10,6,4,10
model12764.csv,11,8,4,12
model38251.csv,12,6,11,17
model69071.csv,14,8,13,21
model17855.csv,11,8,10,18
model105367.csv,14,10,5,15
model40067.csv,14,7,12,19
model7123.csv,14,7,20,27
model112794.csv,10,6,3,9
model30449.csv,10,7,3,10
model12118.csv,13,8,6,14
model61983.csv,13,8,14,22
model27105.csv,13,6,16,22
model38575.csv,13,6,11,17
model103412.csv,16,6,13,19
model17441.csv,13,7,18,25
model122345.csv,14,6,20,26
model28303.csv,13,7,19,26
model38579.csv,15,9,8,17
model119601.csv,16,7,19,26
model68792.csv,15,6,14,20
model55773.csv,13,7,6,13
model36684.csv,11,6,20,26
model44371.csv,15,7,14,21
model62957.csv,12,6,4,10
model76489.csv,14,8,15,23
model61048.csv,13,6,14,20
model89573.csv,14,6,12,18
model27248.csv,9,6,19,25
model121338.csv,15,8,19,27
model44420.csv,16,8,12,20
model108016.csv,18,6,16,22
model65327.csv,16,7,8,15
model39568.csv,14,6,18,24
model80851.csv,14,7,19,26
model92794.csv,15,8,11,19
model47941.csv,13,10,6,16
model117655.csv,15,8,6,14
model68958.csv,17,10,11,21
model45022.csv,13,8,13,21
model72950.csv,18,6,11,17
model80474.csv,15,6,19,25
model20487.csv,18,9,13,22
model53343.csv,18,11,14,25
model31302.csv,18,11,16,27
model49971.csv,19,12,16,28
model120050.csv,17,7,19,26
model3931.csv,13,9,14,23
model20245.csv,15,7,16,23
model66579.csv,15,6,14,20
model37168.csv,15,9,18,27
model13388.csv,15,6,17,23
model117327.csv,14,8,14,22
model105410.csv,13,7,12,19
model68998.csv,17,7,14,21
model9449.csv,13,9,18,27
model42954.csv,15,7,11,18
model119401.csv,16,6,19,25
model120440.csv,13,6,21,27
model95330.csv,20,7,19,26
model90658.csv,15,6,6,12
model58663.csv,10,6,11,17
model28823.csv,11,6,9,15
model53094.csv,15,8,17,25
model48730.csv,12,6,20,26
model25422.csv,14,8,10,18
model24972.csv,8,7,0,7
model108015.csv,18,6,16,22
model33314.csv,10,6,17,23
model75689.csv,15,7,5,12
model115866.csv,15,7,12,19
model112156.csv,16,8,6,14
model56682.csv,12,6,18,24
model47009.csv,15,6,13,19
model59104.csv,12,6,8,14
model106573.csv,11,6,8,14
model5322.csv,12,7,17,24
model74657.csv,17,7,15,22
model25089.csv,14,7,11,18
model2473.csv,15,8,15,23
model26946.csv,12,7,15,22
model110438.csv,15,9,9,18
model86505.csv,13,9,15,24
model90214.csv,13,6,10,16
model102670.csv,17,9,9,18
model71212.csv,16,8,13,21
model25432.csv,13,7,12,19
model111612.csv,14,7,10,17
model97889.csv,16,7,19,26
model98549.csv,13,8,9,17
model14830.csv,14,8,18,26
model64054.csv,11,6,15,21
model26612.csv,12,6,17,23
model102185.csv,12,7,11,18
model1610.csv,10,8,12,20
model102466.csv,14,7,12,19
model52904.csv,13,6,8,14
model110604.csv,16,6,12,18
model110648.csv,17,10,9,19
model22887.csv,17,8,16,24
model119522.csv,17,9,18,27
model78254.csv,14,9,11,20
model114638.csv,14,7,21,28
model122165.csv,15,7,20,27
model60252.csv,13,8,12,20
model95482.csv,17,8,17,25
model122548.csv,13,7,20,27
model78224.csv,14,7,12,19
model88538.csv,14,6,15,21
model57665.csv,17,7,19,26
model49160.csv,17,7,19,26
model12020.csv,16,6,16,22
model85098.csv,16,9,7,16
model94817.csv,17,6,17,23
model10109.csv,13,7,14,21
model83194.csv,12,8,7,15
model41690.csv,14,7,18,25
model63074.csv,15,6,14,20
model49182.csv,15,7,19,26
model5850.csv,13,7,18,25
model95829.csv,14,6,13,19
model69048.csv,16,8,13,21
model87906.csv,13,8,11,19
model66705.csv,16,6,13,19
model32293.csv,12,8,14,22
model24707.csv,15,7,13,20
model69310.csv,12,6,5,11
model13878.csv,14,6,19,25
model77175.csv,14,6,16,22
model119609.csv,17,6,20,26
model17368.csv,13,7,18,25
model66133.csv,13,6,16,22
model16065.csv,14,6,19,25
model15950.csv,12,7,13,20
model79528.csv,16,6,16,22
model106501.csv,9,7,4,11
model10258.csv,14,8,18,26
model55874.csv,16,6,17,23
model14737.csv,18,6,16,22
model75115.csv,15,7,18,25
model51858.csv,16,9,17,26
model76480.csv,14,6,14,20
model56781.csv,13,9,16,25
model123423.csv,15,8,18,26
model40401.csv,15,7,17,24
model60388.csv,13,8,10,18
model118552.csv,15,7,19,26
model65382.csv,12,6,10,16
model72248.csv,12,6,13,19
model11619.csv,11,8,2,10
model112627.csv,16,6,15,21
model17096.csv,13,7,14,21
model51163.csv,14,7,20,27
model76884.csv,18,7,14,21
model5640.csv,13,8,16,24
model63636.csv,12,6,19,25
model13435.csv,12,9,5,14
model78134.csv,10,8,0,8
model48106.csv,15,7,19,26
model70674.csv,13,7,15,22
model6025.csv,9,7,16,23
model91277.csv,17,8,14,22
model123651.csv,16,10,17,27
model50419.csv,14,8,8,16
model20959.csv,17,10,14,24
model48856.csv,13,7,9,16
model45463.csv,15,7,12,19
model113097.csv,15,7,16,23
model5294.csv,13,7,17,24
model79807.csv,12,6,14,20
model115026.csv,16,7,19,26
model15356.csv,13,7,6,13
model53856.csv,11,6,13,19
model22612.csv,13,7,18,25
model103942.csv,17,7,12,19
model121037.csv,18,10,17,27
model58644.csv,10,6,12,18
model34765.csv,11,7,22,29
model115991.csv,12,6,17,23
model123281.csv,15,7,20,27
model30969.csv,14,8,12,20
model11890.csv,9,7,2,9
model49163.csv,18,9,18,27
model2768.csv,11,7,16,23
model96112.csv,14,8,7,15
model35855.csv,13,7,17,24
model12093.csv,14,6,15,21
model82623.csv,14,6,16,22
model113026.csv,15,8,14,22
model34503.csv,15,8,19,27
model90607.csv,15,7,14,21
model18083.csv,13,9,11,20
model27418.csv,11,7,19,26
model113481.csv,16,7,19,26
model14110.csv,13,8,14,22
model90590.csv,18,7,13,20
model16385.csv,14,8,14,22
model106931.csv,14,6,18,24
model45752.csv,15,10,12,22
model8196.csv,12,7,13,20
model67277.csv,13,6,13,19
model114990.csv,17,7,18,25
model50810.csv,15,6,20,26
model74658.csv,17,10,13,23
model46014.csv,14,6,16,22
model80401.csv,13,8,17,25
model25802.csv,14,8,12,20
model32292.csv,12,9,13,22
model50399.csv,10,8,4,12
model76579.csv,15,7,17,24
model99809.csv,14,8,4,12
model110702.csv,17,7,14,21
model48733.csv,14,9,16,25
model80640.csv,15,6,15,21
model95467.csv,14,6,20,26
model60985.csv,14,7,15,22
model29328.csv,11,7,6,13
model84096.csv,14,7,18,25
model117590.csv,15,7,6,13
model7957.csv,11,7,16,23
model77704.csv,14,6,15,21
model118961.csv,17,8,18,26
model17886.csv,12,7,10,17
model30297.csv,13,7,8,15
model75432.csv,16,6,17,23
model24238.csv,13,6,19,25
model11905.csv,13,11,3,14
model79989.csv,16,8,16,24
model75236.csv,20,10,13,23
model78544.csv,13,8,13,21
model19319.csv,14,7,14,21
model123272.csv,15,6,20,26
model67678.csv,13,6,14,20
model29067.csv,14,7,19,26
model4826.csv,12,7,4,11
model45939.csv,12,7,11,18
model64738.csv,14,9,10,19
model24502.csv,16,8,14,22
model99975.csv,13,6,13,19
model20244.csv,15,8,16,24
model47793.csv,15,8,13,21
model24150.csv,13,7,6,13
model114877.csv,14,6,20,26
model69548.csv,15,9,11,20
model96725.csv,14,7,8,15
model121068.csv,12,6,22,28
model103840.csv,15,7,11,18
model78278.csv,12,9,13,22
model61918.csv,12,6,13,19
model34426.csv,15,9,19,28
model13300.csv,14,7,14,21
model123793.csv,13,7,20,27
model65618.csv,13,7,11,18
model16078.csv,13,6,19,25
model371.csv,11,8,8,16
model93806.csv,14,10,1,11
model58585.csv,11,7,10,17
model3940.csv,13,8,15,23
